model,measure,value
v1G1,modal,"[ 9.98195682e-01  1.01043026e-02  1.91391041e-02 -2.62817333e-02
 -1.42227601e-04  8.63583237e-02  8.34094544e-02  9.09120815e-03
 -2.89469189e-02  1.13516807e-02  1.31740337e-02  1.00703033e+00
  6.80381650e-03 -7.70493085e-03  3.13343752e-03  1.79301620e-02
 -1.18178473e-03 -7.39151414e-03  1.21905011e-01  1.46692523e-01
  9.93274095e-01  1.66153242e-01  1.91468778e-01  2.54619889e-02
  2.51856942e-02  1.11385393e-01  9.01213518e-02  3.78603207e-04
 -9.81584271e-03  9.87511968e-01  3.25063286e-01  3.11947154e-01
  8.63806721e-02  8.80370039e-02 -2.47691156e-02 -3.58391028e-02
  2.58590500e-01  2.81426719e-01 -7.43708618e-02 -1.22272467e-01
 -3.37672721e-02 -3.99744051e-02 -1.51400562e-02 -1.96467777e-02
 -1.35205581e-01 -1.50939773e-01  3.03694358e-01  2.68974443e-01
  2.44954132e-01  2.76798544e-01  5.86904230e-01  6.00279049e-01
 -3.31967746e-02 -5.18097352e-02  5.20300212e-03 -2.19898030e-02
  1.42421648e-01  1.78946821e-01 -2.00832402e-02 -4.20006267e-02
  1.43679566e-01  1.50774485e-01  3.49254365e-01  3.61067090e-01
  1.01564512e+00  9.00624173e-02  1.08435811e-01  9.93779094e-01
  1.72928100e-02 -4.15366680e-04  2.11015219e-02 -8.29911799e-03
 -8.27322026e-02 -8.79494198e-02 -1.22641716e-01 -1.09815583e-01
 -5.98015482e-02 -8.29816824e-02  1.33879865e-01  1.04568679e-01
  5.38666460e-02  4.53697472e-02  4.99260140e-01  4.98853937e-01
  7.89196883e-02  1.18610396e-01  7.99555834e-01  7.97586756e-01
  2.01443971e-01  2.03324248e-01  1.03068705e+00  3.25006211e-01
  3.47885411e-01  3.81265899e-01  3.81762470e-01  1.02112719e+00
  9.97008485e-01  9.93590543e-01  1.00023858e+00  9.97814996e-01]"
v1G1,avg_modal,0.21890494227409363
v1G1,avg,1.0790936279296874
v1G1,global,0.5741239190101624
v3G1,modal,"[ 4.93972488e-01  4.90910671e-01  3.61568857e-01  3.69664708e-01
  1.00125518e+00  2.14415493e-01  2.11758673e-01  1.01143697e+00
  1.00627007e+00  6.07081117e-02  6.15886312e-02  8.86022392e-02
  8.66465679e-02  1.02467333e-01  1.03274066e-01  2.01948511e-01
  2.02636110e-01  3.90729572e-02  3.47440959e-02  1.00376521e+00
  1.62666285e-01  1.62657131e-01 -1.68411554e-02 -8.39072414e-03
  1.36376727e-01  1.39095183e-01  2.01183085e-01  2.02075955e-01
  1.89718742e-01  1.94002642e-01  8.72028630e-02  1.00703180e-01
 -2.95423893e-03  6.70284571e-04  3.96334416e-01  3.98420927e-01
  2.92681104e-02  2.38374285e-02  8.09734385e-02  7.98229387e-02
  9.97397337e-01  1.93282172e-01  1.92670339e-01  4.89046277e-02
  5.35429819e-02  2.67107937e-01  2.66083182e-01  8.61564750e-01
  8.59316085e-01 -2.75099278e-02 -1.80820556e-02  1.21017518e-02
 -4.30089751e-05  1.55139607e-01  1.55923517e-01  6.80625054e-03
  7.70491058e-03  6.34895609e-02  6.39831986e-02  2.00705065e-01
  1.94467985e-01  8.48832446e-02  8.29743009e-02  8.48809333e-01
  8.48256410e-01  2.03874812e-01  2.10252290e-01 -1.91042672e-02
 -2.12784184e-02 -1.65761734e-02 -1.99921362e-02  1.29152956e-01
  1.27161937e-01  7.18201439e-02  7.43591565e-02  9.99730112e-01
  2.01589541e-01  2.03270870e-01 -7.01574869e-02 -6.98325826e-02
  1.00071026e+00  1.33403970e-01  1.31713932e-01  9.63335019e-02
  8.03847710e-02  1.00871250e+00  1.00288942e+00  7.78663531e-02
  7.09577370e-02  1.00515206e+00  1.25244265e-01  1.22026544e-01
  7.14881014e-01  7.16791249e-01  3.28783130e-02  3.32460625e-02
  1.00615372e+00  1.00530565e+00  2.40841487e-01  2.46345437e-01]"
v3G1,avg_modal,0.2697911858558655
v3G1,avg,1.043188247680664
v3G1,global,0.44858118891716003
v1G2,modal,"[-0.00536597 -0.00549769 -0.03388437 -0.03979687 -0.07579323 -0.08483119
  0.01772981 -0.01287515  0.0134409  -0.00908912  0.04786681  0.03568679
 -0.04357441 -0.04401289 -0.03202638 -0.06314447  0.10137717  0.10513729
  0.47079412  0.44309141  1.01941677  0.03496968  0.04914428  0.04820721
  0.02739046  0.16001376  0.14470515  0.04851499  0.0379477  -0.01439792
  0.00317954  0.46547331  0.46426894  0.0789675   0.04626092  0.07313108
  0.05824109 -0.18673688 -0.16468139  0.97970942  0.12704421  0.14314931
  0.08121199  0.08410641  0.01014617  0.04148843  0.91409287  0.92101157
  0.04398246  0.06282377  0.11458742  0.14020463  0.5085386   0.51940494
  0.00987648  0.03926698 -0.14155848 -0.14448304  0.06789222  0.07166392
 -0.03630887 -0.04989515  0.15807976  0.12054842  0.00346701 -0.00999326
  0.15525541  0.14959538  1.01009546  0.1000367   0.09365046  1.01370551
  0.03581105  0.03846578  1.00584374  0.00258587 -0.00632035 -0.01819476
  0.01225933  0.2220211   0.21651916  1.00833716  0.81051679  0.80341609
 -0.04870598 -0.04505965  0.87631796  0.86352835 -0.08870492 -0.079674
  0.09854544  0.10112129 -0.25782805 -0.24622537  1.00002648 -0.17451797
 -0.17874118  0.47563097  0.51618353  1.00189643]"
v1G2,avg_modal,0.18426699936389923
v1G2,avg,1.0831810760498046
v1G2,global,0.555048942565918
v3G2,modal,"[ 0.57251913  0.57248845  1.00578122  0.22336263  0.22204548  1.03475578
  0.03856058  0.03800974  0.07462517  0.07390406  0.07485949  0.07297192
  1.03535974 -0.06615603 -0.06820618  0.08440922  0.08386033 -0.04769837
 -0.0478813   0.09180388  0.09183688 -0.09449279 -0.09375119 -0.05685649
 -0.05666664  1.03090907  0.16340703  0.16307499  1.00673661  0.04672571
  0.04737132  0.36246695  0.36248838  0.04042418  0.04052501  0.19868121
  0.19920573 -0.0439244  -0.04353099  0.10078309  0.09906718  0.03783654
  0.03690477  0.09067961  0.0880144   1.00139454  1.00052297  0.0032936
  0.0030209   0.10202264  0.10242685  0.04399896  0.04211002 -0.08137223
 -0.08214772  0.13339282  0.13488984  0.12987378  0.13123521 -0.09071176
 -0.09168241  0.72879655  0.7295192   1.00198841  1.00031371 -0.12061753
 -0.12155091  0.23332092  0.23398344  0.36815832  0.36786557  0.13804558
  0.13766917  0.1775458   0.17612159 -0.03827854 -0.0395914   0.15835887
  0.15813616  0.55054792  0.54910656  1.00743737  0.08377307  0.08472199
  0.32055367  0.3220403  -0.05431525 -0.05165834  1.00014262  0.06173185
  0.05937121  1.0085066   0.38611185  0.38474508  0.79614665  0.79683299
  1.00513821  0.99936282  1.01425973  0.99843031]"
v3G2,avg_modal,0.27982330322265625
v3G2,avg,1.0226947021484376
v3G2,global,0.46374380588531494
v1G3,modal,"[ 0.06441781  0.04067373  0.00284724 -0.01571616  0.04365639  0.05333427
 -0.05281195 -0.01610268 -0.05626938 -0.02987586 -0.00545361 -0.02246999
  0.03160966  0.03217636  0.07409697  0.0712619   1.05134735  0.08646195
  0.07781239 -0.01444073 -0.04251437  0.03685843  0.02304881  1.00377854
  0.05866936  0.03827607 -0.02294569 -0.0304614  -0.02409479 -0.03609981
 -0.08500681 -0.07598749  0.01160418  0.00866412  0.09169197  0.06921861
  1.00461153 -0.0160527  -0.01550245  0.45914066  0.44809792 -0.0954057
 -0.08885074  0.15002118  0.1554886  -0.08428816 -0.05690677  0.08222315
  0.0853902   0.04612044  0.04497895  0.13020959  0.14396654  0.1216927
  0.10648794  0.09952527  0.06138638 -0.08568683 -0.13417283  0.09556653
  0.11493106  1.01600187 -0.15660935 -0.17288868  0.09218587  0.08423205
  0.30705735  0.31599499  0.29653583  0.2900988   0.05399167  0.04253317
  0.0628074   0.03828089  0.15010758  0.1431832   0.54810953  0.5389331
  1.00027407 -0.06677146 -0.03335362  1.01123673  0.09536035  0.08954168
  0.99804612  0.5784405   0.58253221  0.34418969  0.37109944  0.40674632
  0.40781568  1.00542749  0.15734882  0.13040701  0.34293739  0.32446618
  1.01286479  0.14332392  0.14868478  0.98445122]"
v1G3,avg_modal,0.1889985203742981
v1G3,avg,1.0815557861328124
v1G3,global,0.5550001263618469
v3G3,modal,"[ 0.54069432  0.54036959  0.9647233   0.9634945  -0.01973023 -0.02022121
  0.19779078  0.19844809  0.12043049  0.12045169  0.36612031  0.36492336
  0.18242029  0.18593033  0.15635288  0.15638284  0.16242075  0.16120601
 -0.0217905  -0.02151818  0.37164153  0.37077209  1.00631323  0.02426094
  0.0231001   0.05794615  0.05667021  0.06614927  0.061328    0.04124016
  0.04343344  0.09746977  0.09604273  0.03180985  0.03106751  0.2445924
  0.24316421  0.24733616  0.24958201  0.04562476  0.0488556   1.00998864
 -0.01218979 -0.00978545  0.57617915  0.57927839  0.25693304  0.25791238
  0.23850771  0.24327129 -0.02930528 -0.02865211 -0.03466073 -0.03578329
  0.04452201  0.04812928  0.22595939  0.22391482  0.30471211  0.30550075
  0.10924512  0.1078579   0.02190307  0.02295799  0.07270514  0.07371503
  0.07703296  0.08065797  0.07286731  0.07089488 -0.05935117 -0.05542842
  0.29643567  0.29622343  0.12505286  0.1256909   0.06552928  0.06325973
 -0.0716935  -0.0710678   0.37659148  0.37502176  0.19975947  0.20203009
  1.01664361  1.02121544  0.20494914  0.20677853  0.82600119  0.82671796
  0.26602098  0.26419544  0.80203899  0.80153039  1.03040706  0.47284492
  0.47295716  1.00938725  0.41246474  0.41594189]"
v3G3,avg_modal,0.25549718737602234
v3G3,avg,1.0328028106689453
v3G3,global,0.41112270951271057
biov2,modal,"[ 0.30436986  0.3028658   0.29927996  0.29828489  0.50363412  0.50097631
  0.08740827  0.08569148  0.0250124   0.026702   -0.01654827 -0.01780535
  0.93677443  0.93833396  0.14077655  0.13933754  0.67876012  0.67749967
  0.04823262  0.04504766  0.05116952  0.06068027  0.17651769  0.17102455
  0.14376852  0.14113144  0.28787545  0.29020305  1.01197811  0.25845885
  0.270737    0.44318334  0.4416036   0.16472225  0.16501317 -0.06825658
 -0.0739232   0.29586226  0.29525637  0.06860322  0.0658236   0.58261216
  0.57939154  0.28827363  0.29069226  0.0355252   0.04106545 -0.01042614
 -0.00274589 -0.03118882 -0.02735468  1.0267786   0.33592825  0.33958008
  0.06315957  0.06390904  0.07061451  0.07400924 -0.02471472 -0.02335023
  0.17042159  0.16659136  1.00609538  1.00280321 -0.23508441 -0.22184142
  0.0208763   0.02056401 -0.02797274 -0.03044774 -0.01796822 -0.02056442
  0.11904802  0.11352865  0.63521561  0.63456628  0.14141874  0.13914556
  0.01808621  0.01673097  1.00273408 -0.05234988 -0.05366776  0.43905672
  0.44165349  0.61810181  0.61949917  1.00339534  0.10934576  0.1107211
  0.2330203   0.23290788  1.00528952  1.00880101  0.12180622  0.12049179
  1.00621336  1.01321173  0.90623399  0.90573624]"
biov2,avg_modal,0.28781241178512573
biov2,avg,1.0168336486816407
biov2,global,0.45676013827323914
biov3,modal,"[ 9.93611781e-01  9.97047635e-01  1.74084021e-01  1.73529443e-01
  9.97227485e-01  3.22395561e-01  3.23742652e-01  4.48674318e-02
  4.40241571e-02  3.11351956e-01  3.13145987e-01  3.08332175e-02
  3.25954489e-02  1.48563062e-01  1.47543545e-01  4.09957885e-01
  4.10079082e-01  4.06874614e-01  4.06491632e-01  2.26813021e-03
  8.17476877e-04  3.97380072e-01  3.95059269e-01  2.78045052e-02
  2.44128543e-02  1.18746065e-01  1.20515634e-01  9.43527828e-02
  9.21125673e-02  9.99157481e-01  9.92650938e-01  1.85451904e-01
  1.91641902e-01  6.80540840e-02  6.97391145e-02  2.04223122e-01
  1.99591990e-01 -8.86098597e-02 -8.71435810e-02  1.16586174e-01
  1.28828943e-01  2.96630520e-02  2.96301364e-02  3.39679251e-02
  3.43160060e-02  9.95254314e-01  6.18839093e-02  5.79678572e-02
 -9.99310614e-02 -1.01285947e-01  1.82491213e-01  1.88110733e-01
  5.11751978e-01  5.03977195e-01  1.19437550e-01  1.19417110e-01
  4.55389608e-02  5.05170081e-02  9.93977569e-01  6.67794960e-02
  6.06707895e-02  1.02303216e+00  2.50453074e-01  2.52644834e-01
  1.00058433e-02  9.47868723e-03  2.87853764e-01  2.88851744e-01
  1.54104729e-01  1.58456570e-01  1.01488463e+00  4.07337795e-01
  4.05823746e-01  9.86093574e-01  1.34573212e-01  1.47357164e-01
  1.00212188e+00  5.71604193e-02  5.14576054e-02  1.55018710e-02
  1.40509535e-02 -3.92869965e-02 -4.04889609e-02  1.02131760e+00
  3.22068038e-02  2.02267566e-02  6.73144665e-01  6.79935787e-01
  4.19782458e-01  4.14956075e-01  9.27358348e-03  7.16491386e-03
  9.65504227e-01  9.69034732e-01  1.01620154e+00  3.99224068e-01
  4.06290510e-01  6.55455617e-01  6.66540316e-01  1.01055163e+00]"
biov3,avg_modal,0.3078402280807495
biov3,avg,1.0798136901855468
biov3,global,0.40320587158203125
v1_ShortEasy,modal,"[ 0.63840884  0.63848384  1.00090667  0.99986617  1.00115137  0.63173927
  0.63145428 -0.06317531 -0.06273747 -0.02401543 -0.02378194  1.00161764
  0.66359588  0.66353877  0.07764515  0.07780968  1.007279    0.04210283
  0.04172028  1.00112311 -0.01525547 -0.01498437  0.09348114  0.09307427
  0.12092806  0.12086747 -0.03307421 -0.0334644   0.025751    0.0257906
 -0.01874109 -0.01865694  0.17120692  0.17148016  0.48270505  0.48254095
  0.50965291  0.51058929  0.12057295  0.12104705  0.05315597  0.05354916
 -0.01540592 -0.01504169  0.01029157  0.01090645  0.1131222   0.11269463
  0.25095229  0.25096884 -0.0099338  -0.00979172  0.21437499  0.21438802
 -0.00488593 -0.00485987  0.14270167  0.14346371  0.03192799  0.03213939
  0.77751272  0.77768755  0.30274851  0.30249413  0.00844081  0.00807481
  1.00817554  0.03584033  0.03616563  0.01826556  0.01845757  0.16639965
  0.16538784  1.00633766  0.12100911  0.12083741  0.10784875  0.10829825
  1.00258971  0.02809947  0.02836606  0.2158934   0.21680332 -0.05738482
 -0.05774084  0.04063815  0.04183417  0.00751346  0.00815299  0.15106144
  0.15074317  1.00121412  0.02257975  0.02227436 -0.07496203 -0.07471894
  1.00294293  0.35002394  0.34955438  0.28607659  0.28607246  0.23790963
  0.23683921  0.09237184  0.09179713  0.10600447  0.10665151  0.07951979
  0.07765502 -0.08493998 -0.08531496  0.03336271  0.03338934  0.10885586
  0.10732279  1.00584289  1.0050239   0.11331069  0.11043244  0.12212871
  0.12298428  0.03077106  0.03204739  0.10305977  0.1025366  -0.09682442
 -0.0979911   0.05431948  0.05495481  0.17682037  0.17626571  0.08612642
  0.08421612  0.09782546  0.09709741  1.00580131  0.22201848  0.22157002
 -0.00719623 -0.00711231 -0.08145749 -0.08301672  0.10058617  0.100692
  1.00572298  0.10781834  0.10805545  0.03356238  0.03435206  0.11486945
  0.11552527  0.06492094  0.06418642  0.03898736  0.0393821   0.22575226
  0.22498094  0.10357807  0.10255133  0.00174055  0.00281372  1.00134825
  0.00885867  0.00748132  1.02034244  0.01297676  0.01211563  0.03584459
  0.03525215  0.19496253  0.19397401  0.34142239  0.34166205  0.00311748
  0.00231214 -0.0069221  -0.00626324 -0.0179479  -0.01797764  0.52882445
  0.52761663  0.25854534  0.25660943  0.23998176  0.24017742  0.31297047
  0.31349315 -0.03307896 -0.03362473 -0.20748856 -0.20796647  1.00050199
  0.18418064  0.18466867  0.47567453  0.4759933   0.72844127  0.72875387
  1.01649988  1.01628031]"
v1_ShortEasy,avg_modal,0.220126211643219
v1_ShortEasy,avg,1.0119743347167969
v1_ShortEasy,global,0.4943423569202423
v3G1_Pe,modal,"[ 0.98062245  0.97540242  0.97087084  0.99900311  0.18521311  0.18529341
  0.54311291  0.54318607  0.15773501  0.15773608  0.77531672  0.77550057
  0.08642089  0.08655811  0.95831087  0.07172407  0.0717214   0.24732698
  0.24680437  0.36363081  0.36268585 -0.02112782 -0.0209217   0.9983832
 -0.04971605 -0.04982493  0.2140908   0.21457581  0.95152126  0.4446841
  0.44442753  0.07063701  0.06979682  0.99918532  0.04961838  0.04939528
  0.43171075  0.43216451  0.99467272  0.99701783]"
v3G1_Pe,avg_modal,0.42411166429519653
v3G1_Pe,avg,1.0158913612365723
v3G1_Pe,global,0.8181439638137817
v3G1_Te,modal,"[ 0.99317173  0.99668237  0.99877098  0.99857526  0.99541384 -0.02610589
 -0.02547219  0.08862805  0.08848871 -0.13630788 -0.13626558  0.05028256
  0.05050938  0.44677119  0.44710558  0.9961557   0.06723023  0.06717977
  0.13718914  0.1362934   0.22936971  0.22919463  0.1322767   0.13244965
  0.07004723  0.07067382  0.01235318  0.01206319  0.01632923  0.01652101
  0.17845887  0.17873915  0.99411813  0.56137961  0.56166683  0.99159987
  0.57135639  0.57104     0.98924004  0.98639236]"
v3G1_Te,avg_modal,0.368489146232605
v3G1_Te,avg,1.010679340362549
v3G1_Te,global,0.818865954875946
v3G1_Pi,modal,"[ 0.96720301  0.93815436  0.22787501  0.22845653  0.61209596  0.61062692
 -0.29074209 -0.28741421  0.9355676   0.99769457]"
v3G1_Pi,avg_modal,0.4939517676830292
v3G1_Pi,avg,1.028970432281494
v3G1_Pi,global,0.5786172151565552
v3G1_Ti,modal,"[ 0.95504877 -0.0413972  -0.03741493  0.22175065  0.21875923  0.91398937
  0.9386429   0.19261239  0.18897887  1.00518939]"
v3G1_Ti,avg_modal,0.45561593770980835
v3G1_Ti,avg,1.0256147384643555
v3G1_Ti,global,0.5863397717475891
v3G2_Pe,modal,"[ 0.98784802  0.89137225  0.04838758  0.04929785  0.96826053  0.08086806
  0.08136628  0.00902981  0.0095247   0.1674718   0.16703147 -0.03256774
 -0.03264024  0.25969247  0.25947522  0.99838554  0.08865229  0.08798398
  0.41958746  0.41899199  0.99924615  0.15853074  0.15781397  0.28292066
  0.28275267  0.55424685  0.55439478  0.58161891  0.58132893  0.99816779
  0.34227186  0.34323946  0.99818098  0.36254307  0.3621956   0.99868415
  0.47378306  0.4737569   0.99870024  0.99910917]"
v3G2_Pe,avg_modal,0.4357876181602478
v3G2_Pe,avg,1.0108823776245117
v3G2_Pe,global,0.8689464330673218
v3G2_Te,modal,"[ 0.99438443  0.99446187  0.99852174  0.04730494  0.04681538  0.1641612
  0.16304494  0.01468647  0.01478681  0.27898118  0.27872781  0.99582589
 -0.02466735 -0.02463032 -0.03036841 -0.0306944   0.08321578  0.08297159
  0.98908279  0.49782433  0.49793832  0.99135047  0.03606868  0.03431494
  0.26346517  0.26312711 -0.01162416 -0.01184958  0.99780064  0.37967997
  0.3801755   0.97377123  0.06908951  0.06781012  0.08345604  0.08348958
 -0.02217609 -0.02271149  0.24970954  0.24951817]"
v3G2_Te,avg_modal,0.3021710216999054
v3G2_Te,avg,1.0102282524108888
v3G2_Te,global,0.8351842761039734
v3G2_Pi,modal,"[ 0.95647233 -0.09454289 -0.09388918  0.49579635  0.49244274  0.35461319
  0.35596248  0.93821139  0.7997147   0.79815205]"
v3G2_Pi,avg_modal,0.5002933144569397
v3G2_Pi,avg,1.028310775756836
v3G2_Pi,global,0.5782383680343628
v3G2_Ti,modal,"[0.95353843 0.12843398 0.11752768 0.91392634 0.20470374 0.19937885
 0.93254891 0.16642361 0.17042972 1.00371449]"
v3G2_Ti,avg_modal,0.47906258702278137
v3G2_Ti,avg,1.025660514831543
v3G2_Ti,global,0.5860927700996399
biov2_Pe,modal,"[0.99339351 0.97272371 0.98556395 0.78361978 0.78391567 0.99172872
 0.19300886 0.19302529 0.98839667 0.96331371 0.42768921 0.42822375
 0.98858694 0.97596878 0.0341465  0.03427852 0.23020031 0.2302154
 0.06019124 0.0594868  0.06179571 0.06256613 0.00116989 0.00148096
 0.40144089 0.40144063 0.15830977 0.15846755 0.357953   0.3577095
 0.61701745 0.61692191 0.08683179 0.08666555 0.30295329 0.30279645
 0.11931179 0.11940644 0.97244517 0.99385422]"
biov2_Pe,avg_modal,0.4374553857238081
biov2_Pe,avg,1.0170055460934573
biov2_Pe,global,0.8263120388658636
biov2_Te,modal,"[ 9.97731382e-01  9.97230877e-01  1.00098281e+00  9.95165693e-01
  9.96922778e-01  2.16079704e-01  2.17385245e-01 -1.41758081e-01
 -1.42360107e-01  4.50250573e-04 -8.79827329e-06  6.40001915e-02
  6.36171501e-02  9.95954216e-01  5.48786416e-02  5.52187291e-02
  1.00158710e-01  9.99172423e-02  6.57405766e-01  6.57125017e-01
  2.67796118e-01  2.68881181e-01  1.11551964e-01  1.12062853e-01
 -9.23427025e-02 -9.22802922e-02  5.12848526e-01  5.12521347e-01
  1.63454776e-01  1.63136179e-01  5.85745430e-01  5.84778314e-01
  3.48133623e-01  3.49865235e-01  4.51770369e-01  4.51027185e-01
  9.97671493e-01  9.97045715e-01  2.69259968e-01  2.68006840e-01]"
biov2_Te,avg_modal,0.3779257884676598
biov2_Te,avg,1.0074525633095281
biov2_Te,global,0.8024451457560563
biov2_Pi,modal,"[ 0.97597604  0.94142843  0.40972956  0.41307195 -0.03753969 -0.04149868
  0.19418965  0.19566369  0.99016612  0.97272   ]"
biov2_Pi,avg_modal,0.501390707887283
biov2_Pi,avg,1.0321623731027425
biov2_Pi,global,0.5883329343820631
biov2_Ti,modal,"[0.94399652 0.98438423 0.4729439  0.47352304 0.64415161 0.64148372
 0.70978615 0.7121836  0.69567631 0.6956157 ]"
biov2_Ti,avg_modal,0.697374477481856
biov2_Ti,avg,1.031318316300856
biov2_Ti,global,0.5502237954650621
choice_v4(2),modal,"[ 1.00105288e+00  9.55108285e-02  9.81823764e-02  2.92387678e-01
  2.86543008e-01  9.91839927e-01  1.00869906e+00  5.32865993e-02
  5.20129324e-02  2.15093989e-02  2.34878607e-02 -7.77386933e-05
  7.70867813e-03 -1.69750647e-02 -1.50264649e-02 -1.79912830e-02
 -1.23757874e-02  1.21002782e-02  1.26275526e-02  1.74366045e-01
  1.76071511e-01  1.59952795e-02  2.00759057e-02 -7.75300972e-02
 -7.09588930e-02  2.98362687e-01  3.07682173e-01  9.98242430e-01
  1.00025736e+00  5.00049274e-02  4.83285152e-02  6.35488076e-02
  6.53634034e-02 -4.95190816e-02 -4.42909499e-02  6.30238779e-02
  6.04195647e-02  9.12412306e-03  5.57515649e-03  1.18818512e-02
  1.08360664e-02  1.37079818e-01  1.39956197e-01  1.26243971e-02
  6.54255681e-04  2.75202882e-01  2.89453152e-01  1.99648260e-02
  2.38181336e-02  1.16711666e-02  8.54769428e-03  1.28871941e-01
  1.25800399e-01  1.18628965e-01  1.13531417e-01  9.04551615e-03
  8.18104154e-03  9.95068407e-01  3.77794269e-02  3.32058666e-02
 -8.18035849e-02 -7.25407762e-02  5.89853684e-01  5.90181914e-01
 -9.01399613e-03 -4.56036901e-03 -1.06839100e-02 -1.03581607e-02
  9.79536566e-01 -1.13447274e-01 -1.13655021e-01  2.45961324e-02
  3.49995675e-02 -2.88955175e-02 -2.95788144e-02 -1.71299626e-01
 -1.58035048e-01  9.57554492e-02  8.71797863e-02  3.97541198e-02
  4.03576927e-02  7.29741788e-02  6.28545831e-02  2.19598912e-02
  1.65278434e-02  1.76049171e-01  1.81862478e-01  8.29276803e-02
  9.38407737e-02  1.60521930e-01  1.55855139e-01  5.44818089e-02
  6.45072447e-02 -5.47685533e-03 -9.00911815e-03  3.42351471e-02
  3.41398199e-02  1.26188323e-01  1.24576428e-01  1.15472766e-01
  1.06736767e-01  7.92264518e-01  8.01172319e-01  7.26147543e-02
  7.57228651e-02  7.51720813e-02  7.08044063e-02  5.23149739e-02
  6.03417035e-02  4.28188812e-01  4.31739763e-01 -1.16804731e-02
 -1.35277516e-02  1.75891692e-02  2.31275261e-02  3.13988795e-02
  2.57345863e-02  1.09720101e-01  1.06618289e-01  1.01335143e-01
  9.88494703e-02  4.81523442e-03  5.02202530e-03 -4.71309833e-02
 -5.23553986e-02  2.56408838e-01  2.59699669e-01 -3.52302331e-02
 -2.81255923e-02 -4.21244108e-02 -4.80020738e-02  1.13283100e-01
  1.18903903e-01  1.52386096e-01  1.57251200e-01 -2.75907864e-03
  8.58517386e-03  4.26070624e-01  4.21162159e-01  3.62290271e-01
  3.37859120e-01 -6.07140120e-02 -6.44424380e-02 -7.33854665e-02
 -7.37433033e-02 -2.68754991e-02 -1.64719413e-02 -6.48350302e-02
