model,measure,value
 -7.79939153e-02  5.32972298e-02  4.98691196e-02  7.78550552e-02
  7.73181606e-02  1.00478865e+00  1.00102948e+00  3.32541209e-02
  3.12080143e-02  1.85896348e-02  2.30518431e-02 -9.03038375e-02
 -9.30593519e-02 -2.22187659e-02  3.66149999e-03  1.97700558e-03
 -9.01628212e-03 -3.56402671e-02 -3.89531270e-02 -7.78744705e-02
 -8.44990354e-02  9.99083161e-01  2.83904299e-01  2.98453303e-01
 -2.08035882e-02 -2.44444956e-02  2.55762307e-01  2.46387304e-01
  1.00099482e+00 -6.80554335e-02 -5.51944642e-02  3.87692589e-01
  3.91428760e-01  9.98028807e-01 -6.61724322e-02 -6.15926255e-02
  1.80592637e-02  1.45792155e-02  3.23466494e-01  3.30487158e-01
  1.00061487e+00  7.94761813e-03 -2.89397395e-03 -1.33378857e-01
 -1.34826742e-01 -1.81745681e-02 -1.91232355e-02  1.00668042e+00
  9.65295870e-01  9.69697073e-01  4.11382137e-01  4.18353230e-01]"
choice_v4(2),avg_modal,0.14888519913281162
choice_v4(2),avg,1.0390257414738684
choice_v4(2),global,0.3780656239615093
correct_v2(4),modal,"[ 5.51871499e-01  5.54333082e-01  1.43464812e-01  1.31400568e-01
  9.99863845e-01  1.00418014e+00  7.05905946e-01  7.06064597e-01
  1.72603557e-02  1.73818685e-02  3.16045858e-02  3.97106264e-02
  1.00806935e+00 -4.87016865e-02 -4.86745439e-02  1.01415853e+00
  3.63442149e-01  3.59803090e-01  1.07865303e-01  9.64624686e-02
  1.19455131e-01  1.19739444e-01  1.00227828e+00  4.87112877e-01
  4.87586857e-01  1.00089540e+00  1.00158131e+00  3.10873414e-01
  3.09153539e-01  1.55974581e-01  1.57906899e-01  6.13907369e-02
  7.67132930e-02  1.02748453e+00 -1.61013901e-01 -1.57749405e-01
  1.80059741e-01  1.83297813e-01 -8.24442044e-02 -6.59073776e-02
  1.74903314e-01  1.75364594e-01  2.88846871e-01  2.84772246e-01
  3.96313492e-01  3.97148630e-01  1.00979562e+00  1.26428570e-01
  1.27825677e-01  1.01230638e+00 -6.80689682e-02 -6.55684681e-02
  4.86454436e-02  4.99678659e-02  1.00587769e+00  2.11181006e-01
  2.03821527e-01 -3.40087764e-02 -3.33108746e-02  3.01653620e-01
  3.02815077e-01  1.27771861e-01  1.21484418e-01  1.13287074e-01
  1.11178323e-01  8.37134608e-01  8.34775449e-01  2.04114462e-01
  2.04130256e-01  1.00867619e+00  9.14478568e-02  8.70178974e-02
 -2.19676335e-01 -2.24635575e-01  5.78658860e-05  4.53274995e-03
  5.53086614e-01  5.57041341e-01 -4.51349161e-02 -4.16508711e-02
  1.03555440e+00  1.65334537e-01  1.65516325e-01  3.33970687e-01
  3.35073259e-01  5.52707719e-02  5.82467975e-02  2.62569294e-01
  2.62112945e-01  2.56062018e-01  2.52619921e-01  2.23120341e-01
  2.20898301e-01  1.41346049e-01  1.37948966e-01  5.05945530e-01
  4.97136039e-01  3.52972084e-01  3.57691997e-01  1.03155075e+00]"
correct_v2(4),avg_modal,0.3086214635976912
correct_v2(4),avg,1.0133119119932588
correct_v2(4),global,0.539391299941195
correct_v2(5),modal,"[ 1.01202494  0.29963948  0.30052611  0.51205708  0.51184648  1.00452918
 -0.12708433 -0.12568554  1.0058273   0.37974348  0.38322497  0.14126959
  0.14185536  0.99930895  0.05370892  0.05379323  0.61611009  0.61603283
  0.54650567  0.54530982  0.33026281  0.33097848  0.99771862  0.08743362
  0.08637767  0.06133128  0.06091879  1.00203203  0.09220369  0.09313033
  0.11578898  0.1158213   0.1252701   0.1238369   0.08255819  0.08241086
  0.90316073  0.90171991  0.37458843  0.37545217  0.12992183  0.13151443
  0.50828657  0.5059864   0.23949145  0.23777597  0.13308829  0.13346247
  0.7760887   0.77833336  0.03388389  0.03139263  0.07304928  0.07260354
  0.07639402  0.07762456  0.00655322  0.00570464  0.11241616  0.10674405
  1.01240681  0.13504473  0.13824316  0.12399195  0.12582307 -0.01012601
 -0.01463002  0.9860945   0.97929034  0.55808653  0.55992657  0.10350632
  0.10453833 -0.13585454 -0.1394031   0.00180891 -0.00225282  0.03163364
  0.0290902   0.01270839  0.01786317 -0.14645609 -0.14643461  1.01090837
  0.24186624  0.24908452  0.52075136  0.51835226  0.23476871  0.24479793
 -0.14538299 -0.15193149  0.17791173  0.17483979  0.07758809  0.07561234
  1.00293196  0.3740996   0.38067528  1.01042599]"
correct_v2(5),avg_modal,0.29706053123375903
correct_v2(5),avg,1.0437007759770909
correct_v2(5),global,0.5260123616819414
correct_v2(6),modal,"[ 0.00515079  0.00645528 -0.09768611 -0.06939658  0.07885466  0.07741404
 -0.05377461 -0.04740214  0.64618021  0.62802427 -0.1186466  -0.07397102
  0.03670577  0.01298554  1.00620656 -0.01259615  0.02615453  0.17326483
  0.19324773  0.12229772  0.11793189  0.04051987  0.03914382  0.0442892
  0.01949103 -0.01558883 -0.02646235  1.00563196  0.11142228  0.10514082
  0.02657467  0.03888988  0.11414195  0.11891389  0.15068679  0.15651748
  0.18656571  0.18933371  0.04239548  0.04329652 -0.1090446  -0.10291439
  1.02070692 -0.00192849  0.0015283   0.21737401  0.21552221  0.26253536
  0.25311786  0.05497335  0.0556731   0.09806231  0.11327092  0.12325371
  0.12449863 -0.00284228  0.00444317  0.16672848  0.14481578 -0.07789703
 -0.09755143  1.02579116 -0.14576948 -0.13735702 -0.11563386 -0.13501325
  1.01203352  0.17560548  0.1849947   0.17651413  0.17436871  0.30046955
  0.30755538  1.00136253  0.08496965  0.0699776  -0.08603947 -0.07195459
  0.22213182  0.22213515  1.01365168 -0.01432881  0.00422718  0.0689313
  0.07006424  0.20326317  0.16365651  0.06716388  0.08000253 -0.17993398
 -0.17654688  1.01857909  0.44341527  0.41024337  0.3184844   0.32075845
  0.40465395  0.40614912  0.95979351  0.96690209]"
correct_v2(6),avg_modal,0.1832790221014607
correct_v2(6),avg,1.0722542053649093
correct_v2(6),global,0.4714408827204033
correct_v2(4)_Pe,modal,"[ 0.9859898   0.49360004  0.49326481  0.99499494  0.99239622  0.99107641
  0.97901499  0.07097931  0.07164506  0.01289978  0.01300669  0.99369699
  0.35814574  0.35840327  0.14189788  0.14183674  0.98325234  0.18315633
  0.1831129   0.16506833  0.16465625  0.16671277  0.16665691  0.53185307
  0.53216617  0.97392584 -0.07607501 -0.07672366 -0.18574845 -0.18623448
  0.25099053  0.25076819  0.9703061   0.99860225  0.62166759  0.62185922
  0.97884675  0.96271697  0.9951361   0.99950393]"
correct_v2(4)_Pe,avg_modal,0.4817256399245142
correct_v2(4)_Pe,avg,1.0148721830474159
correct_v2(4)_Pe,global,0.8502862274912575
correct_v2(4)_Te,modal,"[ 0.96804228  0.75197512  0.75215934  0.99019826  0.69390132  0.69432249
  0.94762097  0.55665053  0.55580867  0.95934578  0.80700496  0.80663457
  0.13935996  0.13960176  0.8003651   0.80034761  0.45117723  0.45098273
  0.06509406  0.06582912  0.46648236  0.46650918  0.10276424  0.10319314
  0.48389717  0.48391712  0.11313021  0.1144942   0.99762766  0.22912119
  0.22874072  0.38113968  0.38105112 -0.06816282 -0.06769711  0.99956696
  0.99894112  0.99782219  0.61697574  0.61578195]"
correct_v2(4)_Te,avg_modal,0.5260429475300825
correct_v2(4)_Te,avg,1.0114578727296477
correct_v2(4)_Te,global,0.7867608037631109
correct_v2(4)_Pi,modal,"[1.0006424  0.02470921 0.02728478 0.27901646 0.27949813 0.91603164
 0.91533282 1.00065435 0.43520148 0.43874832]"
correct_v2(4)_Pi,avg_modal,0.5317119600463284
correct_v2(4)_Pi,avg,1.025588129018967
correct_v2(4)_Pi,global,0.5974977460574593
correct_v2(4)_Ti,modal,"[ 0.95416494  0.02931846  0.02546553  0.50801535  0.50734307 -0.07296274
 -0.07080539  0.31185182  0.31198362  0.98228087]"
correct_v2(4)_Ti,avg_modal,0.3486655537963034
correct_v2(4)_Ti,avg,1.0303148322177826
correct_v2(4)_Ti,global,0.5370281965679533
correct_v2(5)_Pe,modal,"[ 9.88799688e-01  9.84906167e-01  9.98436313e-01  9.89568877e-01
  9.92404102e-01  8.07332881e-01  8.07172522e-01  9.97748960e-01
 -2.23448984e-02 -2.25788712e-02  9.97945938e-01  4.27304464e-01
  4.27031107e-01  2.99524019e-04  2.63075584e-04  8.72116700e-01
  1.34588820e-01  1.34880144e-01 -1.09358080e-02 -1.08050943e-02
  9.70757233e-01 -2.06084868e-02 -2.05196779e-02  5.82851060e-01
  5.82930051e-01  1.40190976e-01  1.39952084e-01  2.12976672e-01
  2.13065306e-01  4.58536728e-01  4.58597686e-01  9.86588922e-01
  9.95055916e-01 -9.79648065e-03 -1.01665571e-02  3.16167299e-01
  3.16131420e-01  8.09387419e-01  8.09409291e-01  9.94854106e-01]"
correct_v2(5)_Pe,avg_modal,0.4855123894242791
correct_v2(5)_Pe,avg,1.022678903656862
correct_v2(5)_Pe,global,0.8361745007916574
correct_v2(5)_Te,modal,"[ 0.97209628  0.94665148  0.32196304  0.32307247  0.83627657  0.83449372
  0.05499271  0.05841749  0.8782109   0.99491865  0.94027913 -0.17545603
 -0.17583931  0.25082757  0.25346696  0.29463047  0.29531007  0.0325092
  0.03157674 -0.11059289 -0.1105647   0.2353896   0.23634729  0.16675021
  0.16706157  0.99350544  0.99879535  0.0576416   0.05899552  0.148736
  0.14912233  0.99825781  0.01789714  0.0201755   0.99547546  0.81432758
  0.81476406  0.19769935  0.19872994  0.99588184]"
correct_v2(5)_Te,avg_modal,0.40031985279869503
correct_v2(5)_Te,avg,1.014749864086501
correct_v2(5)_Te,global,0.8159516790213792
correct_v2(5)_Pi,modal,"[0.98486376 0.35336092 0.36875244 0.97433324 0.45021432 0.45173415
 0.2785703  0.28137126 0.92315239 0.95542926]"
correct_v2(5)_Pi,avg_modal,0.6021782041248616
correct_v2(5)_Pi,avg,1.027703545232148
correct_v2(5)_Pi,global,0.5951565840668218
correct_v2(5)_Ti,modal,"[0.95137903 0.97936906 0.98713559 0.01881963 0.01849996 0.24787312
 0.2447999  0.33414813 0.33625252 0.9885746 ]"
correct_v2(5)_Ti,avg_modal,0.5106851544587282
correct_v2(5)_Ti,avg,1.0312240905067782
correct_v2(5)_Ti,global,0.5657469939966314
choice_v4(2)_correctctrl,modal,"[ 1.00776089e+00  7.85786493e-01  7.89868021e-01  3.84469870e-01
  3.88294037e-01  7.68309485e-01  7.71827014e-01  1.53460324e-03
 -1.63702186e-03 -1.82956472e-02 -1.69773488e-02  9.71686699e-02
  9.57198717e-02 -7.94447085e-03 -1.15217730e-02 -2.77732233e-02
 -2.07046872e-02  3.89600056e-02  3.35712254e-02  2.27284649e-01
  2.17146097e-01  1.43509920e-01  1.39788286e-01  1.00412494e+00
 -3.85708280e-02 -3.85989994e-02  1.89012075e-02  1.67071756e-02
  2.11535731e-01  2.08233436e-01  2.57143707e-02  2.67873804e-02
  5.51959661e-02  5.82434868e-02  4.68223124e-02  4.33100565e-02
  4.32270126e-02  3.49086289e-02  9.95761172e-01 -4.60152985e-02
 -4.56757786e-02 -2.57432936e-02 -2.88221881e-02 -4.56841155e-02
 -4.80024523e-02  2.15505387e-01  2.06001651e-01  1.37098694e-01
  1.33739353e-01 -4.67438095e-02 -5.35745492e-02 -3.39751717e-02
 -3.59436305e-02  2.70615671e-02  3.37756743e-02  1.02655766e-01
  9.85971458e-02  8.31418907e-02  9.11916306e-02  1.00564246e+00
  9.98448695e-01  8.14143514e-02  8.25993792e-02 -1.12581844e-02
 -1.77804219e-02  6.39522316e-02  6.91155635e-02  1.21419653e-01
  1.16332029e-01  9.51683263e-02  9.10878198e-02  9.62876229e-02
  9.87515868e-02  9.43675372e-02  9.28760301e-02  1.30386149e-02
  1.02678484e-02  1.42217668e-01  1.46854457e-01  5.32214006e-01
  5.35165638e-01  4.67024871e-02  4.87649561e-02 -1.34687050e-02
 -1.62011228e-02  4.57627617e-01  4.61571409e-01  1.15457322e-01
  1.21239978e-01 -1.46557408e-01 -1.44015929e-01 -5.67181168e-02
 -6.55656663e-02  2.99392863e-02  2.41783115e-02 -3.71958531e-02
 -3.60129949e-02 -1.71914620e-01 -1.74409539e-01  4.05780372e-02
  4.69781254e-02 -1.54025406e-01 -1.50787967e-01  3.16041652e-01
  3.28449056e-01 -2.56220974e-02 -2.46333017e-02  7.54682926e-02
  7.72081387e-02  7.79051023e-02  8.35874702e-02 -3.26979230e-02
 -3.18470162e-02  7.99133985e-01  8.07442805e-01 -5.53642690e-02
 -5.53513458e-02 -7.04402946e-04  5.68893819e-03 -1.50492158e-01
 -1.48691902e-01  1.41434202e-01  1.46953057e-01  4.13562291e-01
  4.12690498e-01  4.49865776e-01  4.55057907e-01 -1.08854471e-01
 -1.09104825e-01  9.25194940e-03  9.01902565e-03  5.02274605e-02
  5.21340893e-02  2.02902871e-01  1.95225718e-01 -2.51303500e-01
 -2.45074571e-01 -4.23509093e-02 -3.59285856e-02  8.07244041e-02
  7.96856553e-02 -1.05517680e-01 -1.05705261e-01  2.72261844e-02
  3.26869931e-02  1.00051378e+00  4.53547895e-02  4.23302233e-02
  7.31656828e-02  6.35740985e-02 -1.05778605e-01 -1.02511697e-01
  7.43184425e-02  7.55287801e-02  1.10578122e-01  1.13901519e-01
  5.18276097e-02  4.99731538e-02  9.98160562e-01  2.05516762e-01
  2.07613255e-01  1.41195978e-01  1.38526405e-01  1.92103796e-01
  1.84908505e-01  6.03533098e-02  6.14729913e-02  1.80419878e-01
  1.76993259e-01  1.92018963e-01  1.91132415e-01  9.96507115e-01
  2.69838926e-01  2.73426940e-01  7.04659155e-01  7.07935340e-01
  1.28551393e-01  1.35626834e-01  9.98234772e-01  6.17553217e-02
  6.36183818e-02  2.18245725e-01  2.14510973e-01  3.67054238e-01
  3.67902868e-01 -3.53111312e-02 -3.80225458e-02  9.94341135e-01
 -2.34132492e-02 -2.44549233e-02  3.59034653e-01  3.64138325e-01
  9.96469867e-01  5.48078956e-01  5.52514687e-01  3.14475186e-01
  3.17242317e-01  9.87798113e-01  2.68752229e-01  2.69576251e-01]"
choice_v4(2)_correctctrl,avg_modal,0.1674199636729069
choice_v4(2)_correctctrl,avg,1.0371502244311135
choice_v4(2)_correctctrl,global,0.39189334627863115
choice_v4_2_correctctrl_P,modal,"[ 0.99083002  0.98703909  0.22827097  0.23225878  0.07966511  0.08146181
 -0.09077748 -0.09426991  0.24923523  0.25345507 -0.00190473  0.00413792
  0.06236567  0.06884968 -0.01014932 -0.01439851  0.14763821  0.14959122
  0.99682559  0.10623412  0.10856669  0.02072784  0.01691306  0.99947949
 -0.02372972 -0.02594605  0.20832987  0.2198411   0.08401846  0.08478965
  0.0285262   0.02252245  0.0424949   0.04311067  1.00336232 -0.10426635
 -0.10672864  0.03391034  0.03914957  1.0122595  -0.11247519 -0.10754196
  0.07002874  0.0615717   0.0168162   0.02036968 -0.08367543 -0.08391078
  0.27695905  0.2793946   0.5850851   0.5812116  -0.02664118 -0.01330214
 -0.02224954 -0.02598189  0.03332935  0.0410238   0.99098879  0.03738479
  0.0420219   0.12919956  0.1372452  -0.11508421 -0.12126696  1.00482916
  0.0549794   0.04550982  0.04524971  0.03873633  0.04969291  0.05188349
  0.22067691  0.21622152  0.31379831  0.30719495 -0.07770516 -0.0686029
 -0.01847304 -0.01496564  0.02217487  0.02464976  0.36478561  0.38562175
  0.04713477  0.03791429 -0.18616047 -0.20279467  0.28207341  0.28981382
  0.97558479  0.97723004  1.00222754  0.44735588  0.46630095  0.29912416
  0.30921477  0.69022403  0.70678907  1.00380695]"
choice_v4_2_correctctrl_P,avg_modal,0.20836287784522867
choice_v4_2_correctctrl_P,avg,1.0419110728563568
choice_v4_2_correctctrl_P,global,0.42978799933312395
choice_v4_2_correctctrl_T,modal,"[ 9.97354450e-01  3.08427729e-01  3.09653538e-01  3.93054761e-02
  4.37201094e-02  1.83504704e-02  2.16724282e-02 -1.82116777e-02
 -1.35496629e-02 -8.96202162e-02 -8.19164747e-02  7.25035340e-02
  7.83168220e-02  4.02061243e-01  4.00783163e-01  9.43646879e-02
  8.23449751e-02  8.56022794e-03  8.27614849e-03  2.46395497e-02
  2.83071248e-02  7.79654493e-02  7.22121563e-02  7.67413030e-01
  7.67203567e-01 -8.96164986e-02 -1.01801787e-01  4.18761397e-02
  3.97862341e-02  9.55491692e-01  9.54338239e-01  1.37026726e-01
  1.60907616e-01  1.33114765e-01  1.37243645e-01  4.72991067e-02
  4.42920054e-02  1.77934155e-02  1.07971981e-02  3.50377437e-01
  3.54410281e-01 -3.61642196e-03 -2.39646882e-04  1.00658529e+00
 -8.92403802e-02 -9.24658910e-02  7.58188922e-02  7.05325836e-02
  4.40443723e-02  3.38193087e-02  9.70455767e-02  8.74863748e-02
  2.31080977e-01  2.37627762e-01 -2.51050018e-02 -2.92123268e-02
  1.31334902e-02  6.80965585e-03  1.65005188e-01  1.83084201e-01
  4.02330402e-01  3.92249283e-01  1.34357335e-01  1.44303686e-01
  1.01067479e+00  4.88641502e-03  7.00949656e-03  1.00404313e+00
  1.87485968e-02  1.52455539e-02  4.43305170e-01  4.33874244e-01
  2.14719824e-02  3.19450462e-02  1.10577742e-01  1.19662844e-01
  1.07304616e-01  8.76401588e-02  7.15088972e-01  7.09575454e-01
  3.28260625e-01  3.09360235e-01  2.54239897e-01  2.56516936e-01
 -1.46186203e-01 -1.40751238e-01 -2.18730215e-01 -2.13146247e-01
  1.01301039e+00  7.73155433e-01  7.56033397e-01  1.51565604e-01
  1.49689207e-01  1.84514498e-01  1.81073218e-01  1.01371887e+00
  8.55154162e-01  8.55263387e-01  3.07386306e-01  2.96124993e-01]"
choice_v4_2_correctctrl_T,avg_modal,0.22506216239859964
choice_v4_2_correctctrl_T,avg,1.044627053020121
choice_v4_2_correctctrl_T,global,0.4546892093322179
choice_v4_2_P,modal,"[ 0.99556247  0.24670201  0.24968761  0.49883798  0.49692992  0.36049304
  0.37077851  0.99284529  0.02148757  0.01927155  0.09537685  0.10796508
  0.59900969  0.59594236  0.99258274  0.01842511  0.03283882  0.12999682
  0.12975805  0.07428185  0.0657144  -0.01542857 -0.01104072  0.15695329
  0.1505344   0.15941591  0.1476544   0.09146448  0.10083368  0.97265373
  0.12255182  0.12987266 -0.05946127 -0.05680298 -0.09388595 -0.09252528
  0.11559855  0.09278493 -0.10055647 -0.11230355  0.41596989  0.42535592
  0.1765161   0.1777189   0.09258257  0.09159101  0.9980345   0.08117473
  0.07897302 -0.03727875 -0.03155832 -0.10809136 -0.11701757  0.08368194
  0.08065469  0.00533092  0.00976007  0.06605874  0.05842666  0.12933144
  0.11403152  0.99940951  0.17318462  0.17876803  0.34951333  0.34093956
  0.1509753   0.15984263  0.97396437  0.10887383  0.09791362  0.22657009
  0.21760552  0.09909318  0.0893596   0.18221133  0.17076989  0.20554479
  0.19849682  0.99865598  0.07597993  0.08878048  0.01170904 -0.00234529
 -0.04493451 -0.0314834   0.99875812  0.34698763  0.35845649  1.00421173
  0.17933547  0.18508451  0.1291293   0.11789231  0.08007475  0.07849156
  0.9834616   0.1751032   0.174641    0.99561268]"
choice_v4_2_P,avg_modal,0.23410685991255256
choice_v4_2_P,avg,1.0414671284550558
choice_v4_2_P,global,0.4126983903063147
choice_v4_2_T,modal,"[ 1.0126487   1.01533732  0.08336439  0.08955037  0.02948961  0.00475109
  0.34484474  0.35224062  0.0119279   0.02132785  0.01972855  0.01713503
 -0.31081308 -0.32925761  0.05686413  0.05581293  0.04820311  0.04948778
  0.01669659  0.01634864  0.11927724  0.11770005  1.04758849 -0.07348896
 -0.07129809  1.02468597  0.23095662  0.25111757  0.2093822   0.21704671
  0.4986131   0.49524347  0.05208543  0.05380326  0.21472492  0.21668539
  0.03283274  0.02755751 -0.0556728  -0.04976363  0.30197107  0.30440868
  0.01211427  0.01827549  0.02147775  0.02467861  0.12095778  0.12420244
  0.07077713  0.08143192  0.99762629  0.05728279  0.0613145   0.08266586
  0.0855062   0.69602035  0.69839001  0.01001328  0.0302976   0.09766626
  0.06471261  1.00267757  0.07773793  0.05280054  0.17615242  0.18350625
  0.27323272  0.28510824  0.43692286  0.42121393  0.34250629  0.35524795
  1.01726146  0.0461971   0.05902339  0.05513395  0.02089472 -0.07402909
 -0.05318583  0.07173246  0.06990712  0.05379576  0.05578518  0.32283077
  0.30439281  0.17357098  0.17280985  0.0590159   0.07404408  1.00577573
  0.99841464  0.1149936   0.11175455  0.96806074  0.47408911  0.46036025
  1.01055737  0.16307349  0.18127798  1.00201558]"
choice_v4_2_T,avg_modal,0.23653217077275826
choice_v4_2_T,avg,1.0644440864183506
choice_v4_2_T,global,0.43985827520951215
choice_v5_3,modal,"[ 1.00558175e+00  1.69698833e-01  1.66671149e-01  3.08484761e-01
  3.10789055e-01 -3.67222277e-03 -5.83001567e-03 -2.62022560e-02
 -3.38821002e-02  9.96863996e-01  1.59327885e-01  1.64219917e-01
  1.00146438e+00 -6.48828360e-02 -6.86967489e-02  9.95228067e-02
  1.05780817e-01  3.54691796e-01  3.60972306e-01  1.00165925e+00
  5.15427750e-02  4.71130829e-02  3.09971457e-02  1.48862597e-02
 -4.14497345e-02 -4.02458878e-02  1.58795617e-01  1.61638113e-01
  1.00156509e+00 -1.93587798e-02 -2.70129535e-02  1.45099241e-02
  1.76136065e-02  4.06700011e-02  3.45675857e-02  2.91116313e-02
  3.19813236e-02 -9.89192182e-04  2.35367309e-03  9.98254588e-01
  1.70146919e-02  9.78914619e-03 -4.41222677e-02 -3.11479229e-02
  6.87669002e-02  8.64880520e-02  7.72344229e-01  7.67594256e-01
  1.56824975e-01  1.58757241e-01  1.00077714e+00 -7.39299423e-02
 -7.58483735e-02 -9.88459315e-02 -1.03509728e-01  6.16260538e-02
  5.77568307e-02  1.07632650e-01  1.00656536e-01 -3.49994450e-02
 -4.05099843e-02  2.81724823e-01  2.77528796e-01  8.50208485e-02
  8.72764435e-02  2.78162963e-02  2.69161107e-02  1.62010312e-02
  1.30222167e-02  3.59362562e-01  3.60155905e-01  5.49762338e-02
  5.54692647e-02  1.45072472e-01  1.42384329e-01  6.87220472e-02
  7.81040738e-02  4.94976860e-01  4.88803225e-01  1.78809358e-01
  1.77804519e-01  1.65072066e-01  1.70747334e-01  9.89844377e-01
  3.24330914e-01  3.13988271e-01  8.87216908e-01  8.85935120e-01
 -7.30276350e-03 -1.67181391e-02  1.09908295e-01  1.11259378e-01
  1.99179369e-01  1.90698367e-01  2.51457086e-01  2.48557518e-01
  9.96394756e-01  1.00276791e+00  1.01546661e+00  9.98144825e-01]"
choice_v5_3,avg_modal,0.23629317115430784
choice_v5_3,avg,1.0338535856694884
choice_v5_3,global,0.4558376506973187
choice_v5_3_P,modal,"[ 0.96233104  0.98231084  0.46243543  0.46944929  0.00882255 -0.00967409
  0.9588104   0.19088146  0.19352342 -0.08207812 -0.08367558  0.00442091
  0.0083929   0.1531713   0.15634302  0.31999249  0.3223788   0.98056882
  0.13435722  0.14044218  0.09214705  0.09124782  0.13880445  0.12651834
  0.98384324  0.46376087  0.46422485  0.98171594  0.13745765  0.13412788
  0.12613217  0.11706016  0.15530991  0.15696614  0.11600984  0.12950551
  0.03595917  0.02987433  0.12171627  0.13586574  0.20008349  0.20403038
  0.48781321  0.47794554  0.97574542  0.60397721  0.61420725  0.97050391
  0.54878084  0.56161366]"
choice_v5_3_P,avg_modal,0.33312305086534083
choice_v5_3_P,avg,1.041004236757458
choice_v5_3_P,global,0.5088624348668379
choice_v5_3_T,modal,"[ 1.03162027e+00  2.77239972e-02  3.19081196e-02  9.27691504e-02
  8.66507749e-02  3.46579706e-01  3.38440615e-01  6.23798129e-02
  5.25114339e-02 -3.71125428e-02 -3.31491621e-02  1.33601836e-01
  1.27003753e-01 -3.94801351e-04 -1.21192512e-03  3.15214642e-01
  3.03360432e-01  6.22064609e-01  6.29427740e-01  2.30149876e-01
  2.12849883e-01  3.60034758e-01  3.69203747e-01 -3.87227917e-02
 -3.94563693e-02 -2.93243446e-02 -2.76506827e-02  1.83050861e-01
  1.87836562e-01  8.21292391e-01  8.17203307e-01  1.00704022e+00
  1.25575748e-01  1.26849829e-01  3.97845773e-01  3.95876503e-01
  1.37487087e-01  1.42817311e-01  1.53194588e-01  1.54460546e-01
  9.91389975e-01  1.00105444e+00  1.00176113e+00  9.97197727e-01
  9.86015265e-01  9.01427786e-01  8.92436024e-01  9.91602476e-01
  3.57120660e-01  3.56650534e-01]"
choice_v5_3_T,avg_modal,0.365873185395695
choice_v5_3_T,avg,1.0244058773514388
choice_v5_3_T,global,0.518127185342097

